18700;OSLO - BLINDERN;Jan/31;;94;59,9423;10,72;Oslo;Oslo;SOUTHEASTERN NORWAY
St.no;Date;Mean temperature;Minimum temperature;Maximum temperature;Precipitation;Snow depth;Snow cover;Precipitation type;
18700;0,607395833;0,1;-4,4;2,6;0;14;4; ;
18700;0,6490625;-3,9;-6,6;1,2;0;14;4; ;
18700;0,690729167;-5,5;-8,6;-3,1;2,3;18;4; ;
18700;0,732395833;-6,4;-9,5;-2,7;5,8;23;4; ;
18700;0,7740625;-4,4;-9,5;0,2;0;22;4; ;
18700;0,815729167;-4,7;-8,1;-2,1;0;22;4; ;
18700;0,857395833;-5,9;-9,9;-1,4;0;21;4; ;
18700;0,8990625;-5,2;-7,6;-3,1;1,1;23;4; ;
18700;0,940729167;-4,1;-6,9;-3,3;0;22;4; ;
18700;0,982395833;-1,7;-3,4;-0,6;0;21;4; ;
18700;24.01.2019;-2,4;-3,1;-0,7;0;21;4; ;
18700;25.01.2019;-2,9;-3,1;-2,1;2,8;24;4; ;
18700;26.01.2019;-4,6;-5,5;-2,9;2,5;28;4; ;
18700;27.01.2019;-6;-6,6;-4;0,6;27;4; ;
18700;28.01.2019;-5,2;-6,5;-3,9;6;34;4; ;
18700;29.01.2019;-10,6;-12,5;-4,6;2,9;36;4; ;
18700;30.01.2019;-10,1;-14,1;-7,9;0;36;4; ;
18700;31.01.2019;-6,4;-9,5;-4,8;0,5;36;4; ;
18700;0,066423611;-2,7;-4,8;-2,1;2,5;36;4; ;
18700;0,108090278;-3,3;-3,7;-2,6;11,9;41;4; ;
18700;0,149756944;-4,6;-7,8;-0,3;3,5;41;4; ;
18700;0,191423611;-7;-12,6;-4;0;41;4; ;
18700;0,233090278;-2,5;-4,2;-0,3;10,3;48;4; ;
18700;0,274756944;-5,7;-10;-1,9;0,3;46;4; ;
18700;0,316423611;-2,4;-3,8;-1,3;2,9;47;4; ;
18700;0,358090278;-0,1;-3,8;1,6;3,3;49;4; ;
18700;0,399756944;3,3;0,3;4,2;15;42;4; ;
18700;0,441423611;1,9;0,8;3,7;6,1;35;4; ;
18700;0,483090278;0,7;-2,1;3,7;10,2;32;4; ;
18700;0,524756944;-2,1;-6,6;0,5;0;31;4; ;
18700;0,566423611;4,7;-0,8;11,1;2,2;35;4; ;
18700;0,608090278;1,8;-1,9;6;0;31;4; ;
18700;0,649756944;2,3;1,1;3,3;0;31;4; ;
18700;0,691423611;2,1;1,1;4,3;0;29;4; ;
18700;0,733090278;1,9;-2,6;3,8;0;28;4; ;
18700;0,774756944;3,5;2,1;4,2;0,6;26;4; ;
18700;0,816423611;3,2;2,3;5,7;0;23;4; ;
18700;0,858090278;1,4;-1,9;5,7;0;21;3; ;
18700;0,899756944;-0,1;-0,5;2,1;9,7;29;4; ;
18700;0,941423611;0,2;-1,2;1,6;0,4;28;4; ;
18700;0,983090278;2;1,1;2,5;2,1;26;4; ;
18700;24.02.2019;2,2;1,1;4,9;0,1;22;4; ;
18700;25.02.2019;3;0,5;5,7;0;21;3; ;
18700;26.02.2019;4,8;1,7;10,5;0;21;3; ;
18700;27.02.2019;0,9;-0,6;3,9;0;20;4; ;
18700;28.02.2019;3,4;-1,7;9,6;0;20;3; ;
18700;0,067118056;1,9;-1,2;6,5;0;20;3; ;
18700;0,108784722;-0,5;-5,8;5,4;0;20;3; ;
18700;0,150451389;2,8;0,5;5,2;5,6;19;3; ;
18700;0,192118056;1,7;1,4;3,6;5,8;17;3; ;
18700;0,233784722;-1,5;-3,2;1,6;3,4;18;3; ;
18700;0,275451389;-1,8;-3,8;-0,6;3,6;22;4; ;
18700;0,317118056;1,2;-0,9;2;6,9;26;4; ;
18700;0,358784722;0,9;0,4;3,9;12,9;20;4; ;
18700;0,400451389;-1,8;-2,9;0,6;0,8;21;4; ;
18700;0,442118056;-1,9;-8,1;2,5;1,5;21;4; ;
18700;0,483784722;-2,2;-8,3;3,9;0;21;4; ;
18700;0,525451389;-3,1;-8,6;-0,1;0;21;3; ;
18700;0,567118056;1;-1,1;3,4;8,2;24;4; ;
18700;0,608784722;-1,9;-6,2;1,9;5,6;24;4; ;
18700;0,650451389;0,4;-0,4;1,7;0;24;4; ;
18700;0,692118056;0,7;-0,8;2,4;0,6;24;4; ;
18700;0,733784722;1,5;-0,6;3,3;8,2;32;4;;
